genus,species,"base of range (Ma)","top of range (Ma)",collections,"with abundances","geometric mean abundance"
Sesarma,paraensis,23.030,15.970,2,0,NaN
Shapajamys,labocensis,33.900,28.400,1,0,NaN
Sheppardiconcha,sp.,15.970,5.332,1,0,NaN
Sicalis,flaveola,0.02798,0.0255,1,1,0.0127
Sievertsella,polonica,23.030,15.970,1,1,1.0000
Sigmodon,hispidus,0.02798,0.0255,1,0,NaN
Sillustania,quechuense,58.700,48.600,1,0,NaN
Silurus,agassizii,11.608,7.246,1,0,NaN
Simoclaenus,sylvaticus,66.043,61.700,2,0,NaN
Simomylodon,uccasamamensis,6.800,3.3,4,0,NaN
Simplimus,sp.,13.800,7.246,2,0,NaN
Sinacanthus,boliviensis,416.000,391.900,1,0,NaN
Sinacanthus,sp.,416.000,391.900,1,0,NaN
Sinhapalops,jujuyensis,3.600,2.588,1,0,NaN
Sinum,gabbi,23.030,15.970,1,0,NaN
Sinum,pacificum,48.600,37.200,1,0,NaN
Sinum,sp.,23.030,15.970,1,0,NaN
Siphocampe,acephala,37.200,33.900,1,0,NaN
Siphocypraea,macrovoluta,23.030,15.970,3,0,NaN
Siphocypraea,pennai,23.030,15.970,1,0,NaN
Siphonalia,acuta,48.600,37.200,1,0,NaN
Siphonalia,harrisi,23.030,15.970,1,0,NaN
Siphonalia,trilira,48.600,37.200,1,0,NaN
Siquisiquesuchus,sp.,20.430,15.970,3,0,NaN
Siquisiquesuchus,venezuelensis,20.430,15.970,1,0,NaN
Sirenotherium,pirabense,23.030,15.970,1,0,NaN
Sirenotherium,pirabensis,23.030,15.970,2,1,0.5000
Siriusgnathus,niemeyerorum,221.500,205.600,2,0,NaN
Skolithos,sp.,235.000,66.043,5,0,NaN
Smilodon,gracilis,1.0,0.5,1,0,NaN
Smilodon,populator,1.200,0.000,15,0,NaN
Smilodon,sp.,0.781,0.012,4,0,NaN
Solarium,eudaidelum,23.030,15.970,1,0,NaN
Solea,sp.,11.608,7.246,1,0,NaN
Solecurtus,cereris,23.030,15.970,1,0,NaN
Solemya,belensis,33.900,28.400,1,0,NaN
Solena,obliquus,23.030,15.970,1,0,NaN
Solimoea,acrensis,11.608,7.246,1,0,NaN
Soroavisaurus,australis,70.600,66.043,1,0,NaN
Sotalia,fluviatilis,0.012,0.000,2,0,NaN
Sotalia,guianensis,0.012,0.000,2,0,NaN
Soturnia,caliodon,221.500,205.600,1,1,0.0682
Sparassocynus,heterotopicus,5.332,4.000,2,0,NaN
Sparus,antiquus,11.608,7.246,1,0,NaN
Speotyto,cunicularia,0.126,0.012,1,0,NaN
Sphaerochara,huaroensis,66.043,55.800,1,0,NaN
Sphaerochara,inconspicua,66.043,55.800,1,0,NaN
Sphaerovum,erbeni,89.300,66.043,4,4,1.0000
Sphaerovum,sp.,125.450,84.900,1,0,NaN
Sphagesaurus,huenei,84.900,66.043,1,0,NaN
Sphagesaurus,montealtensis,84.900,66.043,1,0,NaN
Sphagesaurus,sp.,84.900,66.043,1,1,0.1250
Sphenacanthus,riorastoensis,265.000,259.000,1,1,1.0000
Sphenacanthus,sanpauloensis,290.100,279.500,1,0,NaN
Spheniscus,chilensis,3.600,2.588,1,1,0.9091
Spheniscus,humboldti,6.35,5.47,1,0,NaN
Spheniscus,megaramphus,7.246,5.332,1,1,0.2632
Spheniscus,muizoni,13.650,11.608,1,0,NaN
Spheniscus,sp.,11.608,7.246,2,0,NaN
Spheniscus,urbinai,7.5,5.47,3,3,0.0810
Sphenotherus,paranensis,11.608,5.332,1,0,NaN
Sphenotherus,zavaletianus,9.000,3.000,2,0,NaN
Sphirna,prisca,3.600,2.588,1,0,NaN
Sphyraena,cunhai,23.030,15.970,2,0,NaN
Sphyraena,egleri,23.030,15.970,1,0,NaN
Sphyraena,sp.,19.27,17.21,1,0,NaN
Sphyrna,magna,23.030,15.970,5,0,NaN
Sphyrna,media,11.608,7.246,2,0,NaN
Sphyrna,prisca,23.030,15.970,1,0,NaN
Sphyrna,sp.,23.030,7.246,2,0,NaN
Sphyrna,zygaena,20.430,15.970,1,0,NaN
Spiniferites,sp.,15.970,5.332,1,0,NaN
Spinosaurus,sp.,105.300,94.300,1,1,0.0741
Spiticeras,sp.,155.700,150.800,1,0,NaN
Spondylosoma,absconditum,242.000,235.000,3,2,1.0000
Spondylus,bostrychites,23.030,15.970,3,0,NaN
Squalicorax,pristodontus,99.700,66.043,1,0,NaN
Squalus,eocenus,11.608,7.246,1,0,NaN
Squalus,obliquidens,11.608,7.246,1,0,NaN
Squatina,sp.,20.430,7.246,3,0,NaN
Stahleckeria,potens,242.000,235.000,5,2,0.5000
Staurichnium,diogenis,145.500,125.450,2,2,0.7071
Staurikosaurus,pricei,235.000,221.500,2,2,0.5774
Steganopus,tricolor,0.126,0.012,1,0,NaN
Steginoporella,pirabensis,23.030,15.970,6,0,NaN
Stegomastodon,platensis,0.126,0.012,4,0,NaN
Stegomastodon,waringi,0.063,0.000,11,0,NaN
Stegosimpsonia,sp.,48.600,37.200,1,0,NaN
Steiromys,sp.,13.800,10.000,4,0,NaN
Stenella,attenuata,0.012,0.000,2,0,NaN
Stenella,coeruleoalba,0.012,0.000,1,0,NaN
Stenella,sp.,7.246,5.332,1,0,NaN
Stenodon,campbelli,11.608,7.246,1,0,NaN
Stenorhynchosaurus,munozi,130.000,125.450,1,1,1.0000
Stenotatus,sp.,17.500,6.800,3,0,NaN
Steno,bredanensis,0.012,0.000,2,0,NaN
Stephanocha,speculum,18.78,18.78,1,0,NaN
Stephanodus,minimus,70.600,66.043,1,0,NaN
Stereosternum,tumidum,290.100,279.500,12,10,0.8620
Sterna,fuscata,0.012,0.000,3,0,NaN
Stginoporella,pirabensis,23.030,15.970,1,0,NaN
Stigmaulax,sulcata,23.030,15.970,3,0,NaN
Stigmaulax,sulcatus,23.030,15.970,1,0,NaN
Stirtonia,sp.,11.608,7.246,1,0,NaN
Stirtonia,tatacoensis,13.800,11.800,4,0,NaN
Stirtonia,victoriae,13.800,11.800,1,0,NaN
Stomechinus,sp.,164.700,161.200,1,0,NaN
Striatolamia,macrota,11.608,7.246,1,0,NaN
Strioterebrum,sp.,23.030,15.970,1,0,NaN
Strix,virgata,0.02798,0.0255,1,1,0.0064
Stromaphorus,compressidens,6.800,3.000,1,0,NaN
Stromaphorus,sp.,9.000,6.800,1,0,NaN
Strombus,goeldii,23.030,15.970,1,0,NaN
Strophocheilus,sp.,58.700,48.600,1,0,NaN
Stupendemys,geographicus,9.000,6.800,4,0,NaN
Stupendemys,sp.,11.608,7.246,1,0,NaN
Sturnella,magna,0.02798,0.0255,1,1,0.0064
Stylocynus,paranensis,11.608,7.246,1,1,0.4444
Stylophora,silicensis,23.030,15.970,2,0,NaN
Sula,brandi,11.608,7.246,1,1,0.1000
Sula,dactylatra,0.012,0.000,5,0,NaN
Sula,figueroae,11.608,7.246,1,1,0.1000
Sula,leucogaster,0.012,0.000,2,1,0.1972
Sula,magna,11.608,5.332,2,1,0.0526
Sula,sp.,13.650,0.000,17,6,0.1225
Sula,sula,0.00105,0.000,8,5,0.2578
Sula,sulita,7.246,5.332,1,1,0.0526
Sula,variegata,7.5,5.332,2,2,0.1431
Sulcobuccinum,coronaria,48.600,37.200,1,0,NaN
Sulcobuccinum,monilis,48.600,37.200,1,0,NaN
Sulcobuccinum,parinasensis,48.600,33.900,2,0,NaN
Suniodon,catamarcensis,37.200,33.900,1,1,0.0500
Suniodon,sp.,37.200,33.900,1,1,0.0250
Supayacetus,muizoni,40.400,37.200,1,1,1.0000
Surameryx,acrensis,11.608,5.332,1,0,NaN
Surcula,occidentalis,48.600,37.200,2,0,NaN
Susisuchus,anatoceps,125.450,112.600,1,1,1.0000
Susisuchus,jaguaribensis,145.500,125.450,1,1,1.0000
Susisuchus,sp.,99.700,66.043,1,0,NaN
Sutneria,sp.,164.700,161.200,1,0,NaN
Sylvilagus,sp.,2.588,0.000,1,0,NaN
Symphurus,sp.,23.030,15.970,1,0,NaN
Syndontaspis,taurus,7.246,5.332,1,0,NaN
Szalinia,gracilis,66.043,61.700,1,0,NaN
Tachiraptor,admirabilis,201.600,145.500,1,0,NaN
Tacuarembemys,kusterae,161.200,130.000,1,1,1.0000
Tacuarembovum,oblongum,89.300,66.043,1,0,NaN
Taenidium,sp.,84.900,66.043,1,0,NaN
Tafimys,powelli,0.0276,0.01758,1,0,NaN
Tagelus,whitei,23.030,15.970,1,0,NaN
Tapejara,wellnhoferi,112.600,109.000,1,1,0.0213
Taphrosphys,olssoni,55.800,48.600,1,1,1.0000
Tapirus,greslebini,3.600,2.588,1,0,NaN
Tapirus,mesopotamicus,0.126,0.012,2,0,NaN
Tapirus,olivaresi,0.126,0.012,1,0,NaN
Tapirus,rondoniensis,0.126,0.012,1,1,1.0000
Tapirus,sp.,2.588,0.012,5,0,NaN
Tapirus,tarijensis,2.588,0.781,1,0,NaN
Tapirus,terrestris,2.588,0.781,4,0,NaN
Taponichnus,donottoi,70.600,66.043,1,0,NaN
Tapuiasaurus,macedoi,125.450,112.600,1,1,1.0000
Tarapotomys,mayoensis,33.900,28.400,1,0,NaN
Tarapotomys,sp.,33.900,28.400,4,0,NaN
Tarapotomys,subandinus,33.900,28.400,2,0,NaN
Tasadia,tuberculatus,23.030,15.970,1,0,NaN
Taubatherium,major,29.000,21.000,1,0,NaN
Taubatherium,paulacoutoi,29.000,21.000,1,0,NaN
Taubatornis,campbelli,28.400,15.970,1,0,NaN
Tayassu,pecari,0.781,0.012,3,0,NaN
Tayassu,sp.,1.0,0.5,3,0,NaN
Tectonica,pusilla,23.030,15.970,1,0,NaN
Telicomys,amazonensis,11.608,7.246,2,0,NaN
Tellina,celetes,23.030,15.970,3,0,NaN
Tellina,penthesileae,23.030,15.970,1,0,NaN
Telosichnus,saltensis,70.600,66.043,1,0,NaN
Terebratula,sp.,164.700,161.200,1,0,NaN
Terebra,derbyi,23.030,15.970,1,0,NaN
Terebra,estaciana,23.030,15.970,1,0,NaN
Teredo,sp.,23.030,15.970,2,0,NaN
Tetragonostylops,apthomasi,58.700,48.600,2,0,NaN
Tetragraptus,amii,478.600,471.800,1,0,NaN
Tetramerorhinus,sp.,13.800,11.800,1,0,NaN
Tetrastylus,intermedius,6.800,3.000,1,0,NaN
Tetrastylus,sp.,9.000,6.800,3,0,NaN
Tetraxanthus,rathbunae,23.030,15.970,2,0,NaN
Teyujagua,paradoxa,252.300,247.200,1,1,0.3333
Teyumbaita,sulcognathus,221.500,205.600,3,2,1.0000
Thadanius,hoffstetteri,29.000,21.000,2,1,0.0146
Thalassocnus,antiquus,7.5,7.3,1,1,0.0556
Thalassocnus,carolomartini,7.246,5.332,1,1,0.2500
Thalassocnus,littoralis,6.35,5.47,1,1,0.1818
Thalassocnus,natans,7.246,5.332,1,1,0.0526
Thalassocnus,sp.,11.608,5.332,2,1,1.0000
Thalassocnus,yaucensis,3.600,2.588,1,1,1.0000
Thalassodromeus,sethi,112.600,109.000,1,1,0.0417
Thanos,simonattoi,85.800,84.900,1,1,1.0000
Tharrhias,araripis,122.460,109.000,1,0,NaN
Thecachampsa,sp.,15.970,11.608,1,0,NaN
Thecachampsa,"sp. 2",15.970,11.608,1,0,NaN
Theocyrtis,tuberosa,37.200,33.900,1,0,NaN
Theosodon,arozquetai,13.2,12.9,1,0,NaN
Theosodon,sp.,17.500,11.800,6,0,NaN
Theriodictis,sp.,0.126,0.012,1,0,NaN
Theriodictis,tarijensis,2.588,0.781,1,0,NaN
Therioherpeton,cargnini,235.000,205.600,1,1,0.5000
Thiara,terebriformis,136.400,48.600,2,0,NaN
Thinocorus,rumicivorus,0.126,0.012,1,0,NaN
Tholospyris,triceros,37.200,33.900,1,0,NaN
Thoracosaurus,bahiensis,136.400,125.450,2,0,NaN
Thrichomys,apereoides,2.588,0.000,1,0,NaN
Thylacosmilus,atrox,6.800,3.000,1,0,NaN
Thylamys,colombianus,16.300,15.500,1,0,NaN
Thylamys,macrura,2.588,0.000,1,0,NaN
Thylamys,minutus,16.300,11.800,2,0,NaN
Thylamys,sp.,2.588,0.000,1,0,NaN
Thylophorops,chapalmalensis,5.332,2.588,1,0,NaN
Thymelipollis,retisculpturius,23.030,15.970,1,0,NaN
Thyroptera,lavali,16.300,15.500,1,0,NaN
Thyroptera,robusta,16.300,15.500,1,0,NaN
Thyroptera,tricolor,16.300,15.500,1,0,NaN
Tiarajudens,eccentricus,272.500,259.000,1,0,NaN
Tigrisoma,sp.,0.02798,0.0255,1,1,0.0064
Tijubina,pontei,125.450,112.600,1,1,1.0000
Timonya,anneae,279.500,272.500,2,0,NaN
Titanoboa,cerrejonensis,61.700,58.700,1,1,0.8235
Titanosaurus,sp.,84.900,70.600,2,2,0.7071
Tiucetus,rosae,13.650,7.246,1,1,1.0000
Tiuclaenus,cotasi,66.043,61.700,2,0,NaN
Tiuclaenus,minutus,66.043,61.700,2,0,NaN
Tiuclaenus,robustus,66.043,61.700,1,0,NaN
Tiulordia,floresi,66.043,61.700,1,0,NaN
Tiupampichthys,intermedius,58.700,48.600,1,0,NaN
Tivela,sulcata,23.030,15.970,1,0,NaN
Tolypeutes,tricinctus,0.126,0.012,2,0,NaN
Tomeia,witecki,252.300,247.200,1,1,0.3333
Tonatia,sp.,16.300,15.500,1,0,NaN
Torcula,paraensis,23.030,15.970,1,0,NaN
Totanus,flavipes,0.126,0.012,1,0,NaN
Totanus,melanoleucus,0.126,0.012,1,0,NaN
Toxodontherium,listai,11.608,7.246,1,0,NaN
Toxodontherium,sp.,6.800,3.000,1,0,NaN
Toxodon,gezi,0.781,0.012,1,0,NaN
Toxodon,gracilis,0.126,0.012,2,0,NaN
Toxodon,paranensis,11.608,7.246,1,0,NaN
Toxodon,platensis,2.588,0.012,8,0,NaN
Toxodon,sp.,0.063,0.0589,11,0,NaN
Toxodon,sp..,2.588,0.012,1,0,NaN
Trachemys,sp.,0.126,0.012,1,0,NaN
Trachops,cirrhosus,0.02798,0.0255,1,0,NaN
Trachurus,sp.,23.030,15.970,1,0,NaN
Trachycalyptoides,achirense,9.000,6.800,1,0,NaN
Trachycardium,muricatum,0.126,0.012,1,0,NaN
Trachycardium,paraense,23.030,15.970,4,0,NaN
Trachycardium,pessoae,23.030,15.970,3,0,NaN
Trachycardium,thalassium,23.030,15.970,1,0,NaN
Trachytherus,alloxus,29.000,21.000,2,0,NaN
Trachytherus,ramirezi,26.25,26.25,1,1,0.6250
Trachytherus,sp.,28.400,15.970,1,0,NaN
Trachytherus,spegazzinianus,29.000,21.000,3,2,0.5774
Trachytherus,subandinus,29.000,21.000,1,1,1.0000
Traversodon,stahleckeri,242.000,235.000,3,2,0.5000
Tremacyllus,impressus,5.332,3.000,2,0,NaN
Tremacyllus,sp.,9.000,6.800,1,0,NaN
Tribodus,limae,112.600,109.000,1,1,0.0213
Trichechus,hesperamazonicus,0.126,0.012,1,0,NaN
Trichechus,sp.,11.608,0.000,3,2,0.7071
Trichilia,antecedene,23.030,15.970,1,0,NaN
Tricoelodus,boliviensis,29.000,21.000,2,1,0.0238
Trigodonops,lopesi,11.608,7.246,1,0,NaN
Trigodonops,sp.,9.000,4.000,1,0,NaN
Trigodon,sp.,11.608,7.246,1,0,NaN
Trigoniocardia,cordeliae,23.030,15.970,1,0,NaN
Trigonopora,monilifera,23.030,15.970,1,0,NaN
Trigonosaurus,pricei,70.600,66.043,2,1,0.2500
Trigonostylops,sp.,58.700,48.600,1,0,NaN
Trimarginites,sp.,161.200,155.700,1,0,NaN
Tringa,flavipes,0.02798,0.0255,1,1,0.0064
Tringa,melanoleuca,0.02798,0.0255,1,1,0.0318
Tringa,solitaria,0.02798,0.0255,2,1,0.0510
Trissops,sp.,155.700,150.800,1,1,1.0000
Tritaria,sullana,37.200,33.900,1,0,NaN
Tritonidea,amazonica,23.030,15.970,2,0,NaN
Triunfosaurus,leonardii,145.500,130.000,1,0,NaN
Trochammina,globigeriniformis,15.970,5.332,1,1,0.0066
Trochammina,pacifica,15.970,5.332,1,1,0.2222
Trochita,aperta,23.030,15.970,1,0,NaN
Trochita,sp.,3.600,2.588,1,0,NaN
Trochoseris,aperta,23.030,15.970,1,0,NaN
Tropeognathus,mesembrinus,112.600,109.000,2,2,0.0213
Trucidocynodon,riograndensis,235.000,205.600,1,1,0.2000
Tucetona,acuticostata,23.030,15.970,3,0,NaN
Tupandactylus,imperator,122.460,112.600,1,1,1.0000
Tupinambis,sp.,13.800,4.000,2,0,NaN
Tupinambis,teguixin,13.800,2.588,2,0,NaN
Tupuxuara,deliradamus,112.600,109.000,1,1,0.0833
Tupuxuara,leonardii,112.600,109.000,1,1,0.0417
Tupuxuara,longicristatus,112.600,109.000,2,2,0.0298
Tupuxuara,sp.,112.600,109.000,1,1,0.0417
Turbinella,brasilianus,23.030,15.970,4,0,NaN
Turbinella,tuberculata,23.030,15.970,3,0,NaN
Turbo,brasiliensis,23.030,15.970,1,0,NaN
Turinia,gondwana,416.000,391.900,1,0,NaN
Turricula,piura,37.200,33.900,1,0,NaN
Turritella,agronomica,23.030,15.970,1,0,NaN
Turritella,altilira,23.030,15.970,5,0,NaN
Turritella,elicita,55.800,48.600,1,0,NaN
Turritella,gatunensis,23.030,15.970,2,0,NaN
Turritella,lagunillasensis,48.600,37.200,3,0,NaN
Turritella,matarucana,23.030,15.970,1,0,NaN
Turritella,meunieri,23.030,15.970,4,0,NaN
Turritella,pirabica,23.030,15.970,1,0,NaN
Turritella,sulcigyrata,23.030,15.970,5,0,NaN
Turritella,tuberculata,23.030,15.970,2,0,NaN
Turritella,woodsi,48.600,35.7,8,0,NaN
Tursiops,truncatus,0.012,0.000,1,0,NaN
Typilobus,unispinatus,23.030,15.970,1,0,NaN
Typotheriopsis,internum,6.800,3.000,1,0,NaN
Typotheriopsis,sp.,9.000,6.800,1,0,NaN
Tyrannus,dominicensis,0.02798,0.0255,1,1,0.0064
Tyrannus,melancholicus,0.02798,0.0255,1,1,0.0064
Tyto,alba,0.02798,0.0255,2,1,0.0764
Uberabatitan,ribeiroi,70.600,66.043,1,1,1.0000
Uberabatrachus,carvalhoi,70.600,66.043,1,0,NaN
Ucayalimys,crassidens,28.400,23.030,1,0,NaN
Ucayalipithecus,perdita,37.200,33.900,1,0,NaN
Uca,maracoani,23.030,15.970,1,0,NaN
Ullumys,intermedius,9.000,6.800,1,0,NaN
Umayodus,raimondi,58.700,48.600,1,0,NaN
Umbrella,derbyi,23.030,15.970,2,0,NaN
Unaysaurus,tolentinoi,221.500,205.600,1,1,1.0000
Unio,sp.,136.400,125.450,1,0,NaN
Unquillosaurus,ceibalii,84.900,70.600,1,1,0.5000
Unwindia,trigonus,112.600,109.000,1,1,0.0417
Urkudelphis,chawpipacha,28.400,23.030,1,1,1.0000
Urocyon,cinereoargenteus,0.02798,0.0255,2,0,NaN
Uromitra,triptum,23.030,15.970,1,0,NaN
Urotherium,interundatum,29.000,21.000,1,0,NaN
Urotherium,sp.,3.600,2.588,1,0,NaN
Uruguaysuchus,aznarezi,125.450,84.900,2,2,0.5000
Uruguaytherium,beaulieui,29.000,21.000,1,0,NaN
Urumacocnus,urbanii,11.608,5.332,1,0,NaN
Urumacotherium,campbelli,11.608,7.246,1,0,NaN
Urumacotherium,sp.,13.800,11.800,1,0,NaN
Urumaquia,robusta,11.608,5.332,1,0,NaN
Uruyiella,liminea,235.000,201.600,1,1,0.3333
Utaetus,sp.,48.600,33.900,4,0,NaN
Valenciennellus,sp.,15.970,5.332,1,0,NaN
Vassallia,sp.,29.000,6.800,2,0,NaN
Venericardia,agriculturae,23.030,15.970,2,0,NaN
Venericardia,amazoniana,23.030,15.970,1,0,NaN
Venericardia,isaurae,23.030,15.970,3,0,NaN
Venericardia,perimetra,23.030,15.970,4,0,NaN
Venericardia,perumbonata,23.030,15.970,2,0,NaN
Venericardia,pseudowilmotti,23.030,15.970,1,0,NaN
Venericardia,sp.,3.600,2.588,1,0,NaN
Venericardia,thaleia,23.030,15.970,1,0,NaN
Venia,sp.,70.600,66.043,1,0,NaN
Ventriocolaria,thalestris,23.030,15.970,1,0,NaN
Venus,elongata,11.608,7.246,1,0,NaN
Venus,meridionalis,11.608,7.246,1,0,NaN
Vespersaurus,paranaensis,99.700,66.043,1,0,NaN
Vetelia,sp.,9.000,6.800,1,0,NaN
Vicarya,daphne,55.800,48.600,1,0,NaN
Victorlemoineia,prototypica,58.700,48.600,1,0,NaN
Villarroelia,totoyoi,16.300,11.800,4,0,NaN
Vinctifer,comptoni,122.460,109.000,1,0,NaN
Vinctifer,sp.,125.450,112.600,2,0,NaN
Vincularia,sp.,23.030,15.970,1,0,NaN
Virgatocypris,mezzalirai,70.600,66.043,2,2,0.0454
Virgatosphinctes,sp.,161.200,155.700,1,0,NaN
Vittaticella,elegans,23.030,15.970,1,0,NaN
Volatinia,jacarina,0.02798,0.0255,1,1,0.0064
Voluta,calligona,23.030,15.970,3,0,NaN
Volutilithes,alticostatus,55.800,48.600,1,0,NaN
Volutilithes,radula,55.800,48.600,1,0,NaN
Vultur,gryphus,2.588,0.781,1,0,NaN
Waincophis,cameratus,58.700,48.600,2,2,0.0268
Waincophis,pressulus,58.700,48.600,2,2,0.0379
Waincophis,sp.,58.700,7.246,3,2,0.0782
Wamradolops,sp.,43.44,43.44,3,0,NaN
Wamradolops,tsullodon,37.200,33.900,1,1,0.6000
Windhausenia,delacroixi,3.600,2.588,1,0,NaN
Wingegyps,cartellei,0.126,0.012,2,1,1.0000
Wingegyps,"new sp.",0.02798,0.0255,1,1,0.0382
Wirunodon,chanku,37.200,33.900,1,1,0.0364
Xancus,paytensis,48.600,37.200,1,0,NaN
Xancus,talarensis,48.600,37.200,1,0,NaN
Xenastrapotherium,amazonense,11.608,7.246,1,0,NaN
Xenastrapotherium,chaparralensis,23.030,15.970,1,0,NaN
Xenastrapotherium,kraglievichi,13.800,11.800,5,0,NaN
Xenastrapotherium,sp.,13.800,7.246,4,0,NaN
Xenodelphis,doelloi,58.700,48.600,1,0,NaN
Xenophora,carditigera,48.600,33.900,2,0,NaN
Xenophora,conchyliophora,23.030,15.970,2,0,NaN
Xenopus,romeri,58.700,48.600,1,0,NaN
Xenorhinotherium,bahiense,0.126,0.000,1,0,NaN
Xenorhinotherium,sp.,2.588,0.000,1,0,NaN
Xestoleberis,sp.,70.600,66.043,1,0,NaN
Xiphiorhynchus,sp.,7.246,5.332,1,0,NaN
Xiphuroides,uquiensis,3.600,2.588,1,0,NaN
Xotodon,caravela,11.608,3.600,1,0,NaN
Xotodon,maimarensis,6.800,4.000,1,0,NaN
Xotodon,sp.,9.000,3.000,3,0,NaN
Xyophorus,bondesioi,15.500,13.800,1,0,NaN
Xyophorus,villarroeli,9.000,6.800,1,0,NaN
Yacoraitichnus,avis,70.600,66.043,1,0,NaN
Yaguarasaurus,columbianus,94.300,85.800,5,0,NaN
Yamanasaurus,lojaensis,70.600,66.043,1,0,NaN
Yungavolucris,brevipedalis,70.600,66.043,1,0,NaN
Yuraramirim,montealtensis,84.900,66.043,1,0,NaN
Yuruatherium,sp.,33.900,28.400,1,0,NaN
Yuruatherium,tropicalis,37.200,33.900,1,1,0.0909
Yuskaichthys,eocenicus,66.043,33.900,1,0,NaN
Zaedyus,pichiy,0.781,0.012,1,0,NaN
Zarhachis,flagellator,20.430,15.970,1,1,1.0000
Zenaida,asiatica,0.126,0.012,1,0,NaN
Zenaida,auriculata,0.02798,0.000,3,1,0.0191
Zeusdelphys,complicatus,58.700,48.600,1,0,NaN
Zidona,dufresnei,0.126,0.012,1,0,NaN
Ziphius,cavirostris,0.012,0.000,2,0,NaN
