"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/specs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/specs/list.csv?datainfo&rowcount&cc=SOA"
"Access Time","Tue 2020-10-20 21:51:40 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","cc","SOA"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","6"
"Records Found","10631"
"Records Returned","10631"
"Records:"
"specimen_no","record_type","flags","occurrence_no","reid_no","collection_no","specimen_id","is_type","specelt_no","specimen_side","specimen_part","specimen_sex","n_measured","measurement_source","magnification","comments","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","max_ma","min_ma","reference_no"
"153410","spm","","1310733","0","175925","CPUC/RM/47–3","","","","shell","","1","table","","","Lithacoceras malarguense","species","334764","","Lithacoceras malarguense","species","334763","150.8","145","57677"
"153411","spm","","1310748","0","175933","CPUC/RM/55-1","","","","shell","","1","table","","","Catutosphinctes americanensis","species","334776","","Catutosphinctes americanensis","species","334775","150.8","145","57677"
"153412","spm","","1310749","0","175934","CPUC/RM/59-04","","","","shell","","1","table","","","Windhauseniceras internispinosum","species","334778","","Windhauseniceras internispinosum","species","334777","150.8","145","57677"
"153413","spm","","1310749","0","175934","CPUC/RM/59-14","","","","shell","","1","table","","","Windhauseniceras internispinosum","species","334778","","Windhauseniceras internispinosum","species","334777","150.8","145","57677"
"153414","spm","","1310749","0","175934","CPUC/RM/59-18","","","","shell","","1","table","","","Windhauseniceras internispinosum","species","334778","","Windhauseniceras internispinosum","species","334777","150.8","145","57677"
"153415","spm","","1310749","0","175934","CPUC/RM/59-36","","","","shell","","1","table","","","Windhauseniceras internispinosum","species","334778","","Windhauseniceras internispinosum","species","334777","150.8","145","57677"
"153416","spm","","1310749","0","175934","CPUC/RM/59-39","","","","shell","","1","table","","","Windhauseniceras internispinosum","species","334778","","Windhauseniceras internispinosum","species","334777","150.8","145","57677"
"153417","spm","","1310749","0","175934","CPUC/RM/59-40","","","","shell","","1","table","","","Windhauseniceras internispinosum","species","334778","","Windhauseniceras internispinosum","species","334777","150.8","145","57677"
"153418","spm","","1310749","0","175934","CPUC/RM/59-50","","","","shell","","1","table","","","Windhauseniceras internispinosum","species","334778","","Windhauseniceras internispinosum","species","334777","150.8","145","57677"
"153419","spm","","1310749","0","175934","CPUC/RM/59-59","","","","shell","","1","table","","","Windhauseniceras internispinosum","species","334778","","Windhauseniceras internispinosum","species","334777","150.8","145","57677"
"153420","spm","","1310749","0","175934","CPUC/RM/59-63","","","","shell","","1","table","","","Windhauseniceras internispinosum","species","334778","","Windhauseniceras internispinosum","species","334777","150.8","145","57677"
"153421","spm","","822531","32015","90555","CPUC/RM/60-20","","","","shell","","1","table","","","Windhauseniceras internispinosum","species","334778","","Windhauseniceras internispinosum","species","334777","150.8","145","57677"
"153422","spm","","822531","32015","90555","CPUC/RM/60-22","","","","shell","","1","table","","","Windhauseniceras internispinosum","species","334778","","Windhauseniceras internispinosum","species","334777","150.8","145","57677"
"153423","spm","","822531","32015","90555","CPUC/RM/60-26","","","","shell","","1","table","","","Windhauseniceras internispinosum","species","334778","","Windhauseniceras internispinosum","species","334777","150.8","145","57677"
"153424","spm","","822531","32015","90555","CPUC/RM/60-31","","","","shell","","1","table","","","Windhauseniceras internispinosum","species","334778","","Windhauseniceras internispinosum","species","334777","150.8","145","57677"
"153425","spm","","822531","32015","90555","CPUC/RM/60-32","","","","shell","","1","table","","","Windhauseniceras internispinosum","species","334778","","Windhauseniceras internispinosum","species","334777","150.8","145","57677"
"153426","spm","","822531","32015","90555","CPUC/RM/60-36","","","","shell","","1","table","","","Windhauseniceras internispinosum","species","334778","","Windhauseniceras internispinosum","species","334777","150.8","145","57677"
"153427","spm","","822531","32015","90555","CPUC/RM/60-37","","","","shell","","1","table","","","Windhauseniceras internispinosum","species","334778","","Windhauseniceras internispinosum","species","334777","150.8","145","57677"
"153428","spm","","822531","32015","90555","CPUC/RM/60-45","","","","shell","","1","table","","","Windhauseniceras internispinosum","species","334778","","Windhauseniceras internispinosum","species","334777","150.8","145","57677"
"153429","spm","","822531","32015","90555","CPUC/RM/60-49","","","","shell","","1","table","","","Windhauseniceras internispinosum","species","334778","","Windhauseniceras internispinosum","species","334777","150.8","145","57677"
"153430","spm","","822531","32015","90555","CPUC/RM/60-50","","","","shell","","1","table","","","Windhauseniceras internispinosum","species","334778","","Windhauseniceras internispinosum","species","334777","150.8","145","57677"
"153431","spm","","822531","32015","90555","CPUC/RM/60-52","","","","shell","","1","table","","","Windhauseniceras internispinosum","species","334778","","Windhauseniceras internispinosum","species","334777","150.8","145","57677"
"153432","spm","","822531","32015","90555","CPUC/RM/60-55","","","","shell","","1","table","","","Windhauseniceras internispinosum","species","334778","","Windhauseniceras internispinosum","species","334777","150.8","145","57677"
"153433","spm","","822531","32015","90555","CPUC/RM/60-58","","","","shell","","1","table","","","Windhauseniceras internispinosum","species","334778","","Windhauseniceras internispinosum","species","334777","150.8","145","57677"
"153434","spm","","822531","32015","90555","CPUC/RM/60-60","","","","shell","","1","table","","","Windhauseniceras internispinosum","species","334778","","Windhauseniceras internispinosum","species","334777","150.8","145","57677"
"153435","spm","","822531","32015","90555","CPUC/RM/60-61","","","","shell","","1","table","","","Windhauseniceras internispinosum","species","334778","","Windhauseniceras internispinosum","species","334777","150.8","145","57677"
"153436","spm","","822531","32015","90555","CPUC/RM/60-69","","","","shell","","1","table","","","Windhauseniceras internispinosum","species","334778","","Windhauseniceras internispinosum","species","334777","150.8","145","57677"
"153437","spm","","822531","32015","90555","CPUC/RM/60-74","","","","shell","","1","table","","","Windhauseniceras internispinosum","species","334778","","Windhauseniceras internispinosum","species","334777","150.8","145","57677"
"153438","spm","","822531","32015","90555","CPUC/RM/60-75b","","","","shell","","1","table","","","Windhauseniceras internispinosum","species","334778","","Windhauseniceras internispinosum","species","334777","150.8","145","57677"
"153439","spm","","822531","32015","90555","CPUC/RM/60-80","","","","shell","","1","table","","","Windhauseniceras internispinosum","species","334778","","Windhauseniceras internispinosum","species","334777","150.8","145","57677"
"153440","spm","","1310744","0","175930","CPUC/RM/Rd-9","","","","shell","","1","table","","","Windhauseniceras internispinosum","species","334778","","Windhauseniceras internispinosum","species","334777","150.8","145","57677"
"153441","spm","","1310744","0","175930","CPUC/RM/Rd-18","","","","shell","","1","table","","","Windhauseniceras internispinosum","species","334778","","Windhauseniceras internispinosum","species","334777","150.8","145","57677"
"153442","spm","","1310744","0","175930","CPUC/RM/Rd-21","","","","shell","","1","table","","","Windhauseniceras internispinosum","species","334778","","Windhauseniceras internispinosum","species","334777","150.8","145","57677"
"153443","spm","","1310744","0","175930","CPUC/RM/Rd-22","","","","shell","","1","table","","","Windhauseniceras internispinosum","species","334778","","Windhauseniceras internispinosum","species","334777","150.8","145","57677"
"153444","spm","","1310744","0","175930","CPUC/RM/Rd-23","","","","shell","","1","table","","","Windhauseniceras internispinosum","species","334778","","Windhauseniceras internispinosum","species","334777","150.8","145","57677"
"153445","spm","","1310744","0","175930","CPUC/RM/Rd-24","","","","shell","","1","table","","","Windhauseniceras internispinosum","species","334778","","Windhauseniceras internispinosum","species","334777","150.8","145","57677"
"153446","spm","","1310744","0","175930","CPUC/RM/Rd-37","","","","shell","","1","table","","","Windhauseniceras internispinosum","species","334778","","Windhauseniceras internispinosum","species","334777","150.8","145","57677"
"153447","spm","","1310750","0","175934","CPUC/RM/59-2","","","","shell","","1","table","","","Aulacosphinctes proximus","species","334781","","Aulacosphinctes proximus","species","334780","150.8","145","57677"
"153448","spm","","1310750","0","175934","CPUC/RM/59-20","","","","shell","","1","table","","","Aulacosphinctes proximus","species","334781","","Aulacosphinctes proximus","species","334780","150.8","145","57677"
"153449","spm","","1310750","0","175934","CPUC/RM/59-24","","","","shell","","1","table","","","Aulacosphinctes proximus","species","334781","","Aulacosphinctes proximus","species","334780","150.8","145","57677"
"153450","spm","","1310750","0","175934","CPUC/RM/59-71","","","","shell","","1","table","","","Aulacosphinctes proximus","species","334781","","Aulacosphinctes proximus","species","334780","150.8","145","57677"
"153451","spm","","1310752","0","90557","CPUC/RM/99-08","","","","shell","","1","table","","","Micracanthoceras microcanthum","species","332546","","Micracanthoceras microcanthum","species","332542","150.8","145","57677"
"153452","spm","","1310752","0","90557","CPUC/RM/99-36","","","","shell","","1","table","","","Micracanthoceras microcanthum","species","332546","","Micracanthoceras microcanthum","species","332542","150.8","145","57677"
"153453","spm","","1310752","0","90557","CPUC/RM/99-43","","","","shell","","1","table","","","Micracanthoceras microcanthum","species","332546","","Micracanthoceras microcanthum","species","332542","150.8","145","57677"
"153454","spm","","1310752","0","90557","CPUC/RM/99-70","","","","shell","","1","table","","","Micracanthoceras microcanthum","species","332546","","Micracanthoceras microcanthum","species","332542","150.8","145","57677"
"153455","spm","","1310752","0","90557","CPUC/RM/99-71","","","","shell","","1","table","","","Micracanthoceras microcanthum","species","332546","","Micracanthoceras microcanthum","species","332542","150.8","145","57677"
"153456","spm","","1310752","0","90557","CPUC/RM/99-72","","","","shell","","1","table","","","Micracanthoceras microcanthum","species","332546","","Micracanthoceras microcanthum","species","332542","150.8","145","57677"
"153457","spm","","1310752","0","90557","CPUC/RM/99-73","","","","shell","","1","table","","","Micracanthoceras microcanthum","species","332546","","Micracanthoceras microcanthum","species","332542","150.8","145","57677"
"153458","spm","","1310752","0","90557","CPUC/RM/99-75","","","","shell","","1","table","","","Micracanthoceras microcanthum","species","332546","","Micracanthoceras microcanthum","species","332542","150.8","145","57677"
"153459","spm","","1310752","0","90557","CPUC/RM/99-83","","","","shell","","1","table","","","Micracanthoceras microcanthum","species","332546","","Micracanthoceras microcanthum","species","332542","150.8","145","57677"
"153460","spm","","1310753","0","90557","CPUC/RM/99-11","","","","shell","","1","table","","","Micracanthoceras spinulosum","species","334787","","Micracanthoceras spinulosum","species","334786","150.8","145","57677"
"153461","spm","","1310753","0","90557","CPUC/RM/99-24","","","","shell","","1","table","","","Micracanthoceras spinulosum","species","334787","","Micracanthoceras spinulosum","species","334786","150.8","145","57677"
"153462","spm","","1310753","0","90557","CPUC/RM/99-26","","","","shell","","1","table","","","Micracanthoceras spinulosum","species","334787","","Micracanthoceras spinulosum","species","334786","150.8","145","57677"
"153463","spm","","1310753","0","90557","CPUC/RM/99-28","","","","shell","","1","table","","","Micracanthoceras spinulosum","species","334787","","Micracanthoceras spinulosum","species","334786","150.8","145","57677"
"153464","spm","","1310753","0","90557","CPUC/RM/99-44","","","","shell","","1","table","","","Micracanthoceras spinulosum","species","334787","","Micracanthoceras spinulosum","species","334786","150.8","145","57677"
"153465","spm","","1310753","0","90557","CPUC/RM/99-52","","","","shell","","1","table","","","Micracanthoceras spinulosum","species","334787","","Micracanthoceras spinulosum","species","334786","150.8","145","57677"
